"","id","title"
"729","AEO2012_CH6_FIG12","Figure 12: Employment status by education and age cohort in LICs"
"730","AEO2012_CH6_FIG13","Figure 13: Employment status by education and age cohort in MICs"
"731","TOURISM_NATIONAL_ECON","Internal tourism consumption"
"732","STAN_IO_GHG","Carbon Dioxide Emissions embodied in International Trade, 2013 edition"
"733","PPP2017","2017 PPP Benchmark results"
"734","GREEN_GROWTH","Green Growth Indicators"
"735","GOV_2011","Government at a Glance - 2011 edition "
"736","PT_CH1_FIG1","2012 Figura 1.1: Análise africana da situação económica actual e expectativas para os próximos seis meses"
"737","PT_CH1_FIG2","2012 Figura 1.2: Crescimento económico de África (%)"
"738","PT_CH1_FIG3","2012 Figura 1.3: Crescimento económico mundial"
"739","PT_CH1_FIG4","2012 Figura 1.4: Crescimento do PIB (%)"
"740","EO91_FLASHFILE_EO91","Economic Outlook No 91 - June 2012 - Flash file"
"741","PT_CH1_FIG5","2012 Figura 1.5: Preços do petróleo e do ouro"
"742","AEO2012_CH6_FIG14","Figure 14: Unemployed versus NEET: Self-reported reasons for not working"
"743","AEO2012_CH6_FIG15","Figure 15: Reasons for not working among discouraged youth by educational achievement"
"744","AEO2012_CH6_FIG16","Figure 16: Transition pathways by male and female youth (15-30)"
"745","AEO2012_CH6_FIG17","Figure 17: Youth employment by occupation 2008 and 2010: Informal sector activities and Farming have absorbed the impact of the crisis "
"746","AEO2012_CH6_FIG18","Figure 18: Aggregate sales and number of enterprises in Sub-Saharan Africa, by size"
"747","AEO2012_CH6_FIG19","Figure 19: The trade off between vulnerable employment and unemployment"
"748","AEO2012_CH6_FIG20","Figure 20: Household enterprises are the fastest growing livelihood sector in low income countries, ordered by GDP per capita"
"749","AEO2012_CH6_FIG21","Figure 21: More than half of rural youth work outside of agriculture"
"750","AEO2012_CH6_FIG22","Figure 22: Rural youth working in agriculture are the poorest group of working youth, youth in rural non-farm activities are only slightly poorer than urban youth"
"751","AEO2012_CH6_FIG23","Figure 23: Labour market challenges faced by youth"
"752","AEO2012_CH6_FIG30","Figure 30: Lack of skills versus skills mismatching"
"753","AEO2012_CH6_FIG32","Figure 32: Firms offering training to its employees in Africa and the world"
"754","AEO2012_CH6_FIG33","Figure 33: Employers’ expectations are a challenge for youth entering the job market"
"755","AEO2012_CH6_FIG34","Figure 34: Self-reported reasons for not working among unemployed and discouraged youth"
"756","AEO2012_CH6_FIG35","Figure 35: Where do you want to work, assuming equal pay and benefits?"
"757","AEO2012_CH6_FIG36","Figure 36: Unemployed and discouraged youth with plans for a business by country income group"
"758","AEO2012_CH6_FIG37","Figure 37: AEO country experts’ rating of labour regulations as obstacles to youth"
"759","AEO2012_CH6_FIG38","Figure 38: Initiatives targeting youth employment"
"760","AEO2012_CH6_FIG39","Annex I Figure 39: Education levels among 15-24 year old Africans"
"761","AEO2012_CH6_FIG40","Annex I Figure 40: African youth in urban and rural areas by country income"
"762","AEO2012_CH6_BOX6","Box 6: Rural vs. Agricultural population in Nigeria (1980-2010, in thousands)"
"763","AEO2012_CH6_BOX9","Box 9: Secondary and tertiary enrolment ratios, by world region"
"764","GIDDB2012","Gender, Institutions and Development Database 2012 (GID-DB)"
"765","CPA","Country Programmable Aid (CPA)"
"766","HOURSPOV","Hours of work needed to escape poverty for workless families"
"767","FFS_AUT","Fossil Fuel Support - AUT"
"768","TABLE1_AEO2012","Table 1: Macroeconomic Indicators 2012"
"769","PAG","Pensions at a Glance"
"770","TOURISM_INBOUND","Inbound tourism"
"771","BUILT_UP","Built-up area and built-up area change in countries and regions"
"772","G_TYPE_AMOUNTS","Intergovernmental Grants by Type"
"773","AEO2012_CH1_FIG1","2012 Figure 1.1: Africa Assessment of current Economic Situation and Expectations for the next six months"
"774","AEO2012_CH1_FIG2","2012 Figure 1.2: Africa´s Economic Growth (%)"
"775","AEO2012_CH1_FIG3","2012 Figure 1.3: World Economic growth"
"776","AEO2012_CH1_FIG4","2012 Figure 1.4: Growth of GDP by countries (%)"
"777","AEO2012_CH1_FIG5","2012 Figure 1.5: Oil price and Gold price"
"778","AEO2012_CH1_FIG6","2012 Figure 1.6: Export prices of agricultural products"
"779","AEO2012_CH1_FIG8","2012 Figure 1.8: Current accounts and fiscal balances in oil-exporting countries"
"780","AEO2012_CH1_FIG9","2012 Figure 1.9: Current accounts and fiscal balances in oil-importing countries"
"781","AEO2012_CH2_TAB1","2012 Table 2.1: Summary of external financial flows and tax receipts in Africa (2000-12)  "
"782","AEO2012_CH2_FIG3A","2012 Figure 2.3a: FDI to Sub-Saharan Africa recovered, while North Africa suffered (FDI to Northern Africa vs Sub-Saharan Africa)"
"783","AEO2012_CH2_FIG1A","2012 Figure 2.1a: Domestic and external financial resources (USD billion, 2010)"
"784","AEO2012_CH2_FIG2","2012 Figure 2.2: FDI overtook ODA in 2005, but is below its 2008 peak"
"785","AEO2012_CH2_FIG1B","2012 Figure 2.1b: Domestic and external financial resources (% GDP, 2010)"
"786","AEO2012_CH2_FIG3B","2012 Figure 2.3b: FDI to Sub-Saharan Africa recovered, while North Africa suffered (FDI to sub-saharan Africa: oil-exporters vs oil-importers)"
"787","AEO2012_CH2_FIG4","2012 Figure 2.4: Oil-importing countries attracted more FDI as a share of GDP than oil-exporting countries"
"788","AEO2012_CH2_FIG5A","2012 Figure 2.5a: African FDI outflows mainly go from resource-rich countries to OECD nations (% of GDP)"
"789","AEO2012_CH2_FIG5B","2012 Figure 2.5b: African FDI outflows mainly go from resource-rich countries to OECD nations (USD billion)"
"790","AEO2012_CH2_FIG6","2012 Figure 2.6: Portfolio investments compared to FDI in Africa (2000-11)"
"791","AEO2012_CH2_FIG7","2012 Figure 2.7: Remittance flows per African subregion"
"792","AEO2012_CH2_FIG8","2012 Figure 2.8: ODA levels to Africa have maintained levels through the international crisis"
"793","AEO2012_CH2_FIG9","2012 Figure 2.9: Tax revenues in Africa represent an increasing share of GDP during the last decade"
"794","AEO2012_CH2_FIG10","2012 Figure 2.10: The increase in tax revenue is mainly driven by taxes on natural resources"
"795","AEO2012_CH5_TAB3","2012 Table 5.3: Corruption perception index by transparency international 2010-2012"
"796","AEO2012_CH5_FIG1","2012 Figure 5.1: Public protests, civil violence and food price indices"
"797","AEO2012_CH5_FIG2","2012 Figure 5.2: Political Hardening Index 1996-2011 (base year 1996 = 100)"
"798","BLI2014","Better Life Index - Edition 2014"
"799","NAAG_2014","National Accounts at a Glance - 2014"
"800","PT_TABLE2_AEO2012","Tabela 2: PIB por setor (em percentagem) 2012"
"801","PT_TABLE3_AEO2012","Tabela 3: Finanças Públicas (em percentagem do PIB) 2012"
"802","PT_TABLE4_AEO2012","Tabela 4: Balança Corrente (em percentagem do PIB) 2012"
"803","PT_CH6_FIG1","2012 Figura 1: África apresenta um rápido crescimento de jovens com educação (grupo com idades entre os 20-24 por nível de educação, 2000-2030)"
"804","PT_CH6_FIG3","2012 Figura 3: Tempo despendido pelos jovens por grupo de rendimentos do país (2010)"
"805","PT_CH6_FIG4","2012 Figura 4: Desemprego juvenil e adulto"
"806","PT_CH6_BOX6","2012 Caixa 6: Dinâmica de assentamento e criação de emprego rural na África Ocidental"
"807","PT_CH6_BOX9","2012 Caixa 9: Taxas de inscrição no ensino secundário e terciário, por região do mundo"
"808","PT_CH6_FIG5","2012 Figura 5: Taxa de emprego para a população em idade activa em África e comparativos"
"809","PT_CH6_FIG6","2012 Figura 6: Cinco tipos de mercado de trabalho para os jovens em África"
"810","PT_CH6_FIG7","2012 Figura 7: Insegurança alimentar moderada e grave por estatuto de emprego e por nível de rendimento do país"
"811","PT_CH6_FIG8","2012 Figura 8: Distribuição do emprego por características básicas"
"812","PT_CH6_FIG9","2012 Figura 9: Onde os jovens africanos trabalham"
"813","PT_CH6_FIG10","2012 Figura 10: Jovens e adultos por actividade"
"814","PT_CH6_FIG11","2012 Figura 11: Quem são os jovens NEET?"
"815","PT_CH6_FIG12","2012 Figura 12: Estatuto de emprego por nível de educação e grupo etário nos PRB"
"816","PT_CH6_FIG13","2012 Figura 13: Estatuto de emprego por nível de educação e grupo etário nos PRM"
"817","PT_CH6_FIG14","2012 Figura 14: Desempregados contra NEET: motivos auto-admitidos para não trabalhar"
"818","PT_CH6_FIG15","2012 Figura 15: Motivos para não trabalhar entre os jovens desanimados por nível educativo alcançado"
"819","PT_CH6_FIG16","2012 Figura 16: Percursos transitórios por jovens do sexo masculino e feminino (15-30)"
"820","PT_CH6_FIG17","2012 Figura 17: Emprego juvenil por actividade em 2008 e 2010: as actividades do sector informal e a agricultura absorveram o impacto da crise"
"821","PT_CH6_FIG18","2012 Figura 18: Vendas agregadas e número de empresas da África subsariana, por dimensão"
"822","PT_CH6_FIG19","2012 Figura 19: O compromisso entre o emprego vulnerável e o desemprego"
"823","PT_CH6_FIG20","2012 Figura 20: Distribuição de emprego primário por tipo"
"824","PT_CH6_FIG21","2012 Figura 21: Mais de metade dos jovens rurais trabalha fora da agricultura"
"825","PT_CH6_FIG22","2012 Figura 22: Pobreza alimentar entre os jovens trabalhadores:agrícola vs. não agrícola vs. urbano"
"826","PT_CH6_FIG23","2012 Figura 23: Desafios do mercado de trabalho enfrentados pelos jovens"
"827","PT_CH6_FIG24","2012 Figura 24: Percepção dos jovens dos principais obstáculos a encontrarem um emprego"
"828","PT_CH6_FIG25","2012 Figura 25: O desânimo relativamente a um mercado de trabalho justo aumenta com a educação"
"829","PT_CH6_FIG26","2012 Figura 26: Maiores obstáculos às empresas na África subsariana"
"830","PT_CH6_FIG27","2012 Figura 27: Obstáculos às empresas no Norte de África e na África subsariana"
"831","PT_CH6_FIG28","2012 Figura 28: Os obstáculos mais importantes para as empresas informais"
"832","PT_CH6_FIG29","2012 Figura 29: Emprego e desemprego juvenil por níveis de educação e rendimento do país"
"833","PT_CH6_FIG30","2012 Figura 30: Fatla de competências contra desfasamento de competências"
"834","PT_CH6_FIG31","2012 figura 31: Probabilidade prevista de ter um emprego assalariado em vez de outro estatuto de emprego (em cada nível de educação)"
"835","PT_CH6_FIG32","2012 Figura 32: Empresas que oferecem formação, África e o mundo"
"836","PT_CH6_FIG33","2012 Figura 33: As expectativas dos empregadores são um desafio para os jovens que entram no mercado de trabalho"
"837","PT_CH6_FIG34","2012 Figura 34: Raisons avancées par les jeunes pour justifier qu'ils ne travaillent pas"
"838","PT_CH6_FIG35","2012 Figura 35: Onde pretende trabalhar, pressupondo remuneração e benefícios iguais?"
"839","PT_CH6_FIG36","2012 Figura 36: Percentagem de jovens desempregados e desanimados que têm um plano para criar um negócio"
"840","PT_CH6_FIG37","2012 Figura 37: Classificação dos especialistas do país do AEO quanto às regulamentações laborais enquanto obstáculos para os jovens"
"841","PT_CH6_FIG38","2012 Figura 38: Iniciativas direccionadas para o emprego juvenil"
"842","PT_CH6_FIG39","2012 Anexo I Figura 39: Níveis de educação entre africanos com 15 a 24 anos de idade"
"843","PT_CH6_FIG40","2012 Anexo I Figura 40: Jovens africanos em zonas urbanas e zonas rurais por nível de rendimento"
"844","ITF_SHORT_TERM_INDIC","Short-term Indicators"
"845","PT_CH5_FIG1","2012 Figura 5.1: Protestos públicos, violência pública e índices de preços dos bens alimentares"
"846","PT_CH1_FIG6","2012 Figura 1.6: Preços de exportação dos produtos agrícolas"
"847","PT_CH1_FIG7","2012 Figura 1.7: Preços de importação de bens alimentares básicos"
"848","PT_CH1_FIG8","2012 Figura 1.8: Saldos orçamentais e de conta corrente em países exportadores de petróleo"
"849","PT_CH2_FIG1A","2012 Figura 2.1a: Recursos financeiros internos e externos (mil milhões de USD, 2010)"
"850","PT_CH2_FIG1B","2012 Figura 2.1b: Recursos financeiros internos e externos (em % do PIB, 2010)"
"851","PT_CH2_FIG2","2012 Figura 2.2: O IDE ultrapassou a APD em 2005, mas está abaixo do pico atingido em 2008"
"852","PT_CH2_FIG3A","2012 Figura 2.3a: O IDE recupera na África Subsariana e diminui no norte de África devido à incerteza gerada pela Primavera Árabe (IDE para o Norte de África vs África Subsariana)"
"853","PT_CH2_FIG3B","2012 Figura 2.3b: O IDE recupera na África Subsariana e diminui no norte de África devido à incerteza gerada pela Primavera Árabe (IDE para a África Subsariana: exportadores de petróleo vs. importadores de petróleo)"
"854","PT_CH2_FIG4","2012 Figura 2.4: Os países importadores de petróleo atraíram mais IDE em % do PIB do que os países exportadores de petróleo"
"855","PT_CH2_FIG5A","2012 Figura 2.5a: Os fluxos de IDE africano têm origem, maioritariamente, em países ricos em recursos naturais e como destino países da OCDE  (Fluxos de IDE de África, por região) (% PIB)"
"856","PT_CH2_FIG5B","2012 Figura 2.5b: Os fluxos de IDE africano têm origem, maioritariamente, em países ricos em recursos naturais e como destino países da OCDE (IDE de África para países da OCDE) (mil milhões de USD) "
"857","PT_CH2_FIG6","2012 Figura 2.6: Investimento em carteira versus IDE em África (2000-2011)"
"858","PT_CH2_FIG7","2012 Figura 2.7: Fluxos de remessas por sub-região Africana (% PIB)"
"859","PT_CH2_FIG8","2012 Figura 2.8: Manutenção dos níveis de APD em África durante a crise internacional (mil milhões de USD, preços constantes de 2009)"
"860","PT_CH2_FIG9","2012 Figura 2.9: A percentagem das receitas fiscais no PIB cresceu na última década"
"861","PT_CH2_FIG10","2012 Figura 2.10: O aumento das receitas fiscais baseia-se, sobretudo, nos impostos sobre os recursos (% PIB)"
"862","PT_CH2_TAB1","2012 Tabela 2.1: Resumo dos fluxos financeiros externos e das receitas fiscais em África (2000/12)"
"863","PT_CH5_FIG2","2012 Figura 5.2: Índice de endurecimento político 1996-2011 (ano de base 1996 = 100)"
"864","PT_CH5_TAB3","2012 Tabela 5.3: Índice de Percepção da corrupção (CPI) por Transparency International 2010/12"
"865","FISH_RECRE","Recreational fisheries"
"866","EO90_INTERNET","Economic Outlook No 90 - December 2011 - OECD Annual Projections"
"867","PART2","Part 2 - Innovation as change in classrooms and schools"
"868","BTDIXE_ISIC3_2011","STAN Bilateral Trade by Industry and End-use (ISIC Rev.3) ed.2011"
"869","BERD_INDUSTRY_ISIC4","Business enterprise R-D expenditure by industry (ISIC 4)"
"870","REGION_ECONOM","Regional Economy"
"871","PT_TAB1_AEO2013","Tabela 1: Indicadores Macroeconómicos 2013"
"872","MA_D","Marginally attached workers"
"873","EAG_ENRL_MOBILES_FIELDS","Share of international students and all students by field"
"874","REVECU","Details of Tax Revenue - Ecuador"
"875","PGI_Q_F_STCKS","Financial balance sheets - non-consolidated (Quarterly)"
"876","CTS_ETR","Effective Tax Rates"
"877","MA_I","Incidence of marginally attached workers"
"878","REF_TOTALRECPTS","Total receipts by country and region (ODA+OOF+private)"
"879","EAG_TRANS","Transition from school to work"
"880","FIGURE1_W_AEO2013","Figure 1: Real GDP growth 2013 (West)"
"881","EAG_ENRL_RATE_AGE","Enrolment rates by age"
"882","GIDDB2014","Gender, Institutions and Development Database 2014 (GID-DB)"
"883","EAG_ENRL_SHARE_CATEGORY","Enrolment by gender, programme orientation, mode of study and type of institution"
"884","EAG_MOB","Intergenerational mobility in education"
"885","CSP2012","Factbook Country Statistical Profiles   -  2013 edition"
"886","EAG_ESO","Education and social outcomes"
"887","IRTAD_CASUAL_BY_AGE","By age and road user"
"888","TIMELY_BDS_ISIC4","Timely Indicators of Entrepreneurship (ISIC4)"
"889","ITF_ROAD_ACCIDENTS","Road injury accidents"
"890","REVTGO","Details of Public Revenues - Togo"
"891","TIVA2015_C1","Trade in Value Added (TiVA): October 2015"
"892","REVTTO","Details of Tax Revenue - Trinidad and Tobago"
"893","CHAPTER_A_EAG2014_NEW","The output of educational institutions and the impact of learning (Chapter A)"
"894","WATER_USE","Water made available for use"
"895","REVBHS","Details of Tax Revenue - Bahamas"
"896","EO91_LTB","Economic Outlook No 91 - June 2012 - Long-term baseline projections"
"897","SURFACE_WATER","Surface water and surface water change"
"898","EAG_GRAD_ENTR_FIELD","Distribution of graduates and new entrants by field"
"899","SNA_TABLE8A","8A. Capital formation by activity ISIC rev4"
"900","STANINDICATORSI4","STAN Indicators (ISIC Rev. 4)"
"901","REVSGP","Details of Tax Revenue - Singapore"
"902","FISH_FLD","Foreign landings in domestic ports"
"903","EDU_FIN_SUBNAT","Financial resources invested in education"
"904","EPER","Environmental protection expenditure and revenues "
"905","ITF_PASSENGER_TRANSPORT","Passenger transport"
"906","GOV_2013","Government at a Glance - 2013 edition "
"907","MEI_CTRY_WEIGHTS","Prices country weights"
"908","ITF_ROAD_HAULAGE","Road haulage charges and taxes"
"909","G_FUNCTION_AMOUNTS","Earmarked Intergovernmental Grants by Function"
"910","NAAG_2013","National Accounts at a Glance - 2013 edition "
"911","REVPAN","Details of Tax Revenue - Panama"
"912","REVPRY","Details of Tax Revenue - Paraguay"
"913","EO92_FLASHFILE_EO92","Economic Outlook No 92 - December 2012 - Flash file"
"914","EO92_INTERNET","Economic Outlook No 92 - December 2012 - OECD Annual Projections"
"915","G_TYPE_RATIO","Intergovernmental Grants by Type-percentage of total grants revenue"
"916","EAG_FIN_ANNEX_2","Reference Statistics for Finance Indicators"
"917","PPP2011","2011 PPP Benchmark results"
"918","OCEAN","Sustainable Ocean Economy"
"919","RMW","Real minimum wages"
"920","BENCHMARK_STIO","Comparative performance of national science and innovation systems"
"921","BERD_STIO","Structural composition of BERD"
"922","RTA_STIO","Revealed technology advantage in selected fields"
"923","IPM_STIO","Overview of national innovation policy mix"
"924","KEY_STIO","Key figures"
"925","TIM2015_C1","Trade in employment: Core Indicators"
"926","EXP_MORSC","Mortality, morbidity and welfare cost from exposure to environment-related risks"
"927","G_FUNCTION_RATIO","Earmarked Intergovernmental Grants by Function-percentage of the total grants issued"
"928","EAG_GRAD_ENTR_RATES","Graduation rates and entry rates"
"929","EAG_FIN_STUDENTS","Enrolment data adjusted to the financial year"
"930","EAG_FIN_NATURE","Educational expenditure by Nature"
"931","CITIES","Metropolitan areas"
"932","PERS_INDUSTRY_ISIC4","Business enterprise R-D personnel by industry (ISIC 4)"
"933","PGI_7IA","Annual institutional investors - Template B"
"934","SNA_TABLE1_SNA93","1. Gross domestic product (GDP), SNA93"
"935","MON2013_REFERENCE_TABLE"," 2013 ) Monitoring and evaluation : Reference Tables"
"936","HIGH_AGLINK_2013","OECD-FAO Agricultural Outlook 2013-2022"
"937","TABLE1_AEO2013","Table 1: Macroeconomic indicators "
"938","HIGH_AGLINK_2015","OECD-FAO Agricultural Outlook 2015-2024"
"939","EAG_GRAD_ENTR_SHARE","Profile of graduates and new entrants"
"940","SNA_TABLE1_TRAINING","1. Gross domestic product (GDP) Training2"
"941","PT_TAB2_AEO2013","Tabela 2: PIB por setor (em percentagem)"
"942","PT_TAB3_AEO2013","Tabela 3: Finanças Públicas 2013 (em percentagem do PIB)"
"943","ITF_GOODS_TRANSPORT","Freight transport"
"944","BERD_FUNDS_ISIC4","Business enterprise R-D expenditure by industry and by source of funds (ISIC 4)"
"945","SNA_TABLE9A","9A. Fixed assets by activity and by asset, ISIC rev4"
"946","EO93_INTERNET","Economic Outlook No 93 - June 2013 - OECD Annual Projections"
"947","ITF_INV-MTN_DATA","Transport infrastructure investment and maintenance spending"
"948","IDD","Income Distribution Database"
"949","FDI_POS_IND_TEMP_A","FDI positions by industry - Template A"
"950","FDI_POS_PARTNER_TEMP_A","FDI positions by partner country - Template A"
"951","PTRUB","PTR for families claiming Unemployment Benefits"
"952","PAT_DIFF","Patents - Technology diffusion"
"953","PAT_DEV","Patents - Technology development"
"954","FIGURE1_N_AEO2013","Figure 1: Real GDP Growth 2013 (North)"
"955","FIGURE1_C_AEO2013","Figure 1: Real GDP growth 2013 (Central)"
"956","PT_TAB4_AEO2013","Tabela 4: Balança Corrente (em percentagem do PIB) 2013"
"957","FIGURE1_S_AEO2013","Figure 1: Real GDP growth 2013 (South)"
"958","PT_FIG2_AEO2013","Figura 2: Dívida externa total (percentagem do PIB) e serviço da dívida (percentagem das exportações de bens e serviços) 2013"
"959","PT_FIG1_N_AEO2013","Figura1:Crescimento do PIB real (N) 2013 "
"960","PT_FIG1_E_AEO2013","Figura1:Crescimento do PIB real (E) 2013 "
"961","PT_FIG1_O_AEO2013","Figura1:Crescimento do PIB real (O) 2013 "
"962","GOV_2015","Government at a Glance - 2015 edition"
"963","FDIINDEX","OECD FDI Regulatory Restrictiveness Index"
"964","PT_FIG1_C_AEO2013","Figura1:Crescimento do PIB real (C) 2013 "
"965","PT_FIG1_S_AEO2013","Figura1:Crescimento do PIB real (S) 2013 "
"966","FIGURA1_N_AEO2013","Figura1:Crescimento do PIB real (N) 2013"
"967","RECOVDB","Recovery Dashboard "
"968","REVLIE","Details of Public Revenue - Liechtenstein"
"969","CWB","Children Well Being"
"970","EAG_MOBILES_ORIGIN","International student mobility"
"971","FDI_POS_PARTNER_TEMP_A_TEST_NM","FDI positions by partner country - Template A TEST NM1"
"972","EO93_FLASHFILE_EO93","Economic Outlook No 93 - June 2013 - Flash file"
"973","EXP_PM2_5","Exposure to PM2.5 in countries and regions"
"974","FIGURE2_AEO2013_V2","Figure 2: Stock of total external debt and debt service 2013"
"975","TABLE2_AEO2013_V2","Table 2: GDP by Sector (percentage of GDP)"
"976","TABLE3_AEO2013_V2","Table 3: Public Finances (percentage of GDP)"
"977","TABLE4_AEO2013_V2","Table 4: Current Account (percentage of GDP)"
"978","FFS_LVA","Fossil Fuel Support - LVA"
"979","TIME_USE","Time Use"
"980","TABLE_I7","Table I.7. Top statutory personal income tax rates"
"981","TABLE_I3","Table I.3. Sub-central personal income tax rates-progressive systems"
"982","EAG_TS_STA","Teachers' and school heads' statutory salaries"
"983","EO","Economic Outlook No 109 - May 2021"
"984","TABLE_II3","Table II.3. Sub-central corporate income tax rates"
"985","REVBOL","Details of Tax Revenue - Bolivia"
"986","REVHON","Details of Tax Revenue - Honduras"
"987","MIG_EMP_EDUCATION","Employment rates by place of birth and educational attainment (25-64)"
"988","QASA_7II","Institutional Investors’ Assets and Liabilities"
"989","GD_DISTANCES","Distances for the ""hero"" visualisation of the Going Digital portal"
"990","GVC_INDICATORS","OECD Global Value Chains indicators – May 2013"
"991","IO_GHG_2015","Carbon Dioxide Emissions embodied in International Trade"
"992","TENURE_FREQ","Employment by job tenure intervals - frequency"
"993","TABLE_I5","Table I.5. Average personal income tax and social security contribution rates on gross labour income"
"994","REGION_MIGRANTS","Database on Migrants in OECD Regions"
"995","FDI_CTRY_ECO_HIST","FDI by country and economic activity_BMD4 and historical BMD3 series"
"996","REVCUB","Details of Tax Revenue - Cuba"
"997","EBDAG","Expenditure by disease, age and gender under the System of Health Accounts (SHA) Framework"
"998","REVNIC","Details of Tax Revenue - Nicaragua"
"999","ENV_KEI","Environmental - Indicators"
"1000","TABLE_I4","Table I.4. Marginal personal income tax and social security contribution rates on gross labour income"
"1001","BLI2013","Better Life Index - Edition 2013"
"1002","MIG_NUP_RATES_GENDER","Employment, unemployment, and participation rates by place of birth and sex"
"1003","REVJAM","Details of Tax Revenue - Jamaica"
"1004","EO95_INTERNET","Economic Outlook No 95 - May 2014 - OECD Annual Projections"
"1005","SNA_TABLE6A","6A. Value added and its components by activity, ISIC rev4"
"1006","PRICES_CPI","Consumer price indices (CPIs) - Complete database"
"1007","PDB_LV","Level of GDP per capita and productivity"
"1008","PDB_GR","Growth in GDP per capita, productivity and ULC"
"1009","PDBI_I4","Productivity and ULC by main economic activity (ISIC Rev.4)"
"1010","REVBAR","Details of Tax Revenue - Barbados"
"1011","FACTBOOK2014_PUB","   Factbook Country Statistical Profiles   -  2014 edition"
"1012","FSS","Survey on Donors Forward Spending Plans"
"1013","EAG_PERS_RATIO","Student-teacher ratio and average class size"
"1014","REVBLZ","Details of Tax Revenue - Belize"
"1015","EAG_PERS_SHARE_AGE","Distribution of teachers by age and gender"
"1016","NAAG_2015_NOV15","National Accounts at a Glance - 2015"
"1017","MULTISYSTEM","Members' total use of the multilateral system"
"1018","WATER_BOD","Treatment capacity of wastewater treatment plants, in terms of BOD5"
"1019","GENDER_ENT1","Entrepreneurship"
"1020","GENDER_EMP","Employment"
"1021","TABLE1_AEO","Table 1: Macroeconomic indicators NEW"
"1022","BTDIXE_I4","BTDIxE Bilateral Trade in Goods by Industry and End-use, ISIC Rev.4"
"1023","TABLE_I6","Table I.6. All-in average personal income tax rates at average wage by family type"
"1024","BTDIXE_I3","Bilateral Trade in Goods by Industry and End-use (BTDIxE), ISIC Rev.3"
"1025","AEI_NUTRIENTS","Agri-Environmental indicators: Nutrients"
"1026","EO95_LTB","Economic Outlook No 95 - May 2014 - Long-term baseline projections"
"1027","FISH_PAT_DEV","Fisheries technology development"
"1028","HIGH_AGLINK_2014","OECD-FAO Agricultural Outlook 2014-2023"
"1029","AEA","Air Emission Accounts"
"1030","WATER_DISCHARGE","Generation and discharge of wastewater"
"1031","GIDDB2019","Gender, Institutions and Development Database (GID-DB) 2019"
"1032","7HA_A_Q","Households' financial and non-financial assets and liabilities - Annual and Quarterly - archived"
"1033","MON2018_REFERENCE_TABLE","2018 - Monitoring and evaluation : Reference Tables"
"1034","TABLE_II1","Table II.1. Statutory corporate income tax rate"
"1035","QASA_TABLE610R","Consolidated financial transactions by economic sector (Quarterly table 0610) - SNA 2008"
"1036","EO96_INTERNET","Economic Outlook No 96 - November 2014 - OECD Annual Projections"
"1037","RWB","Regional Well-Being"
"1038","QASA_TABLE620R","Non-consolidated financial transactions by economic sector (Quarterly table 0620) - SNA 2008"
"1039","QASA_TABLE710R","Consolidated financial balance sheets by economic sector (Quarterly table 0710) - SNA 2008"
"1040","QASA_TABLE720R","Non-consolidated financial balance sheets by economic sector (Quarterly table 0720) - SNA 2008"
"1041","SNA_TABLE610R","610. Financial accounts - consolidated - SNA 2008"
"1042","SNA_TABLE620R","620. Financial accounts - non consolidated - SNA 2008"
"1043","SNA_TABLE710R","710. Financial balance sheets - consolidated - SNA 2008"
"1044","SNA_TABLE720R","720. Financial balance sheets - non consolidated - SNA 2008"
"1045","GD_BREAKDOWNS_7","Data for the breakdown visualisations of the Going Digital portal - part 7"
"1046","INDIA_FLEET_CHARACT","Model inputs - Fleet characteristics"
"1047","QITS","Quarterly International Trade Statistics (by partner country) "
"1048","SNA_TABLE11_SNA93","11. Government expenditure by function (COFOG), SNA93"
"1049","STIO_2014","Science Technology and Industry Outlook 2014"
"1050","SNA_TABLE7A","7A. Labour input by activity, ISIC rev4"
"1051","MON2014_REFERENCE_TABLE","2014 ) Monitoring and evaluation : Reference Tables"
"1052","TEC6_REV4","VI - TEC by type of trader"
"1053","FDI_INC_IND","FDI income by industry BMD4"
"1054","GD_BREAKDOWNS_10","Data for the breakdown visualisations of the Going Digital portal - part 10"
"1055","GD_BREAKDOWNS_11","Data for the breakdown visualisations of the Going Digital portal - part 11"
"1056","TEC7_REV4"," VII - TEC by ownership (domestic or foreign)"
"1057","TEC10_REV4","X - TEC by partner countries and size-class"
"1058","GD_BREAKDOWNS_8","Data for the breakdown visualisations of the Going Digital portal - part 8"
"1059","GD_BREAKDOWNS_9","Data for the breakdown visualisations of the Going Digital portal - part 9 (GD_BREAKDOWNS_9)"
"1060","TEC8_REV4","VIII - TEC by exports intensity"
"1061","RS_AFR","Revenue Statistics - African Countries : Comparative tables"
"1062","FDI_POS_AGGR","FDI positions, main aggregates BMD4"
"1063","HH_DASH","Household Dashboard"
"1064","SIGI2014","Social Institutions and Gender Index 2014 (SIGI)"
"1065","CHAPTER_B_EAG2014","Financial and human resources invested in education (Chapter B)"
"1066","FDI_INC_AGGR","FDI income, main aggregates BMD4"
"1067","IO_GHG_2019","Carbon dioxide emissions embodied in international trade"
"1068","CHAPTER_C_EAG2014","Access to education, participation and progression (Chapter C)"
"1069","FFS_AUS","Fossil Fuel Support - AUS"
"1070","CHAPTER_D_EAG2014","The learning environment and organisation of schools (Chapter D)"
