"","date","TMIN.Albacete","TMIN.Amsterdam","TMIN.Beijng","TMIN.HongKong","TMIN.London","TMIN.Madrid","TMIN.NewYork","TMIN.Oviedo","TMIN.Paris","TMIN.Seoul","TMIN.Singapore","TMIN.Tokyo","TMIN.Dubai","TMIN.Frankfurt","TMIN.Chicago","TMIN.LosAngeles","TMAX.Albacete","TMAX.Amsterdam","TMAX.Beijng","TMAX.HongKong","TMAX.London","TMAX.Madrid","TMAX.NewYork","TMAX.Oviedo","TMAX.Paris","TMAX.Seoul","TMAX.Singapore","TMAX.Tokyo","TMAX.Dubai","TMAX.Frankfurt","TMAX.Chicago","TMAX.LosAngeles","PRCP.Albacete","PRCP.Amsterdam","PRCP.Beijng","PRCP.HongKong","PRCP.London","PRCP.Madrid","PRCP.NewYork","PRCP.Oviedo","PRCP.Paris","PRCP.Seoul","PRCP.Singapore","PRCP.Tokyo","PRCP.Dubai","PRCP.Frankfurt","PRCP.Chicago","PRCP.LosAngeles"
"5184",2003-03-12,3,NA,-1,NA,5,9,0,11,9,NA,NA,NA,20,NA,NA,NA,27,NA,8,21,7,22,11,16,14,12,32,11,40,NA,NA,NA,0,0,0,NA,6,0,0,0,1,NA,20,NA,NA,NA,NA,NA
"5185",2003-03-13,5,NA,-2,16,3,12,-1,12,5,2,NA,-2,NA,NA,NA,NA,24,NA,7,23,10,24,9,15,12,NA,30,13,NA,NA,NA,NA,0,0,0,NA,1,0,41,0,0,NA,386,NA,NA,NA,NA,NA
"5186",2003-03-14,4,NA,-1,16,1,10,-6,11,3,2,24,-1,NA,NA,NA,NA,22,NA,7,22,9,21,3,15,12,9,32,12,25,NA,NA,NA,0,0,0,NA,0,0,0,0,0,NA,3,NA,NA,NA,NA,NA
"5187",2003-03-15,4,NA,1,18,2,9,0,11,2,3,25,NA,14,NA,NA,NA,16,NA,5,22,11,20,12,14,12,13,32,11,25,NA,NA,NA,0,0,14,NA,0,0,0,0,0,NA,0,0,NA,NA,NA,NA
"5188",2003-03-16,3,NA,0,19,2,7,7,8,2,0,NA,1,15,NA,NA,NA,9,NA,7,23,14,11,20,18,15,9,32,13,26,NA,NA,NA,0,0,76,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA
"5189",2003-03-17,3,NA,2,NA,-1,4,9,10,2,2,25,NA,10,NA,NA,NA,11,NA,12,25,14,12,21,19,16,11,33,8,31,NA,NA,NA,7,0,0,NA,1,0,0,0,0,79,0,41,NA,NA,NA,NA
"5190",2003-03-18,1,NA,0,NA,2,5,6,8,2,2,26,0,NA,NA,NA,NA,11,NA,13,22,13,15,18,17,14,13,NA,12,32,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"5191",2003-03-19,-3,NA,5,NA,-1,4,2,5,2,2,26,3,14,NA,NA,NA,13,NA,14,16,14,15,7,15,16,13,32,14,34,NA,NA,NA,0,0,0,0,1,0,0,0,0,NA,0,NA,NA,NA,NA,NA
"5192",2003-03-20,-3,NA,3,NA,0,6,2,6,3,2,NA,NA,21,NA,NA,NA,17,NA,10,14,12,17,11,16,16,NA,32,12,NA,NA,NA,NA,0,0,203,61,0,0,274,0,0,NA,127,NA,NA,NA,NA,NA
"5193",2003-03-21,-1,NA,4,12,4,7,10,5,3,4,25,0,NA,NA,NA,NA,17,NA,12,18,13,18,18,15,12,NA,33,13,31,NA,NA,NA,0,0,0,0,1,0,160,0,0,NA,5,NA,119,NA,NA,NA
"5194",2003-03-22,2,NA,1,15,0,7,11,8,3,NA,25,2,21,NA,NA,NA,16,NA,11,21,16,17,19,14,16,16,33,8,27,NA,NA,NA,0,0,0,10,0,0,0,0,0,NA,0,NA,20,NA,NA,NA
"5195",2003-03-23,6,NA,5,NA,-1,9,7,10,4,NA,26,2,20,NA,NA,NA,15,NA,12,19,16,16,15,17,20,13,33,17,36,NA,NA,NA,0,0,0,0,0,0,0,1,0,NA,0,NA,0,NA,NA,NA
"5196",2003-03-24,2,NA,2,NA,5,9,6,12,4,5,26,6,NA,NA,NA,NA,15,NA,18,22,16,18,16,20,22,14,NA,20,36,NA,NA,NA,0,0,0,30,0,0,0,18,0,NA,33,NA,NA,NA,NA,NA
"5197",2003-03-25,2,NA,4,18,4,7,6,11,6,4,NA,NA,20,NA,NA,NA,16,NA,20,24,16,17,13,17,22,NA,32,NA,NA,NA,NA,NA,0,0,0,NA,0,2,0,15,0,3,10,51,NA,NA,NA,NA
"5198",2003-03-26,6,NA,11,NA,4,10,7,10,8,5,NA,NA,28,NA,NA,NA,21,NA,18,NA,16,17,19,16,21,16,31,20,40,NA,NA,NA,5,0,0,NA,1,90,74,8,0,0,150,NA,NA,NA,NA,NA
"5199",2003-03-27,8,NA,6,NA,5,9,6,11,8,NA,24,7,NA,NA,NA,NA,12,NA,15,26,16,12,17,18,21,12,31,21,34,NA,NA,NA,149,0,0,NA,0,146,0,45,0,25,30,NA,NA,NA,NA,NA
"5200",2003-03-28,7,NA,4,NA,1,8,7,12,10,NA,26,9,NA,NA,NA,NA,16,NA,16,22,15,14,16,17,21,11,31,17,26,NA,NA,NA,0,0,0,NA,0,0,0,2,0,0,0,NA,NA,NA,NA,NA
"5201",2003-03-29,2,NA,5,19,6,7,11,12,12,3,NA,NA,NA,NA,NA,NA,17,NA,21,21,15,18,21,16,19,NA,32,15,27,NA,NA,NA,44,0,0,NA,0,110,152,10,0,NA,8,NA,NA,NA,NA,NA
"5202",2003-03-30,9,NA,8,20,4,10,1,12,8,NA,24,2,18,NA,NA,NA,14,NA,21,23,15,13,13,15,20,18,NA,16,31,NA,NA,NA,7,0,0,0,0,45,43,1,0,NA,0,NA,NA,NA,NA,NA
"5203",2003-03-31,4,NA,11,20,0,9,-1,11,6,12,24,4,20,NA,NA,NA,17,NA,16,26,13,18,6,16,16,21,33,22,38,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA
"5204",2003-04-01,4,NA,7,23,3,10,-1,10,1,NA,NA,NA,NA,NA,NA,NA,19,NA,15,26,10,20,6,14,18,24,31,20,NA,NA,NA,NA,0,168,21,0,61,0,28,30,25,NA,76,NA,NA,NA,NA,NA
"5205",2003-04-02,6,NA,6,NA,4,8,4,10,4,8,25,8,20,NA,NA,NA,19,NA,16,25,12,18,14,12,10,22,33,NA,35,NA,NA,NA,0,16,17,20,3,0,0,24,23,NA,3,130,NA,NA,NA,NA
"5206",2003-04-03,3,NA,10,NA,2,5,4,10,3,NA,25,NA,NA,NA,NA,NA,14,NA,17,25,16,15,12,14,10,19,34,16,31,NA,NA,NA,0,2,0,130,0,0,0,0,0,NA,122,NA,NA,NA,NA,NA
"5207",2003-04-04,-2,NA,4,NA,5,3,2,7,1,3,NA,3,NA,NA,NA,NA,14,NA,21,25,14,18,7,14,13,16,33,14,35,NA,NA,NA,0,0,0,10,0,0,0,0,0,NA,432,NA,NA,NA,NA,NA
"5208",2003-04-05,-1,NA,6,18,7,4,2,5,7,6,23,NA,17,NA,NA,NA,16,NA,24,22,12,18,6,16,15,NA,NA,NA,37,NA,NA,NA,0,0,0,NA,0,0,15,0,0,NA,13,470,NA,NA,NA,NA
"5209",2003-04-06,0,NA,10,17,8,6,1,6,6,6,25,NA,17,NA,NA,NA,22,NA,20,NA,8,23,8,16,12,15,33,15,40,NA,NA,NA,0,0,0,102,0,0,0,0,0,NA,28,NA,NA,NA,NA,NA
"5210",2003-04-07,2,NA,14,19,0,7,-1,7,1,NA,26,2,NA,NA,NA,NA,22,NA,20,23,8,21,3,15,9,17,34,21,40,NA,NA,NA,0,0,0,150,0,0,142,0,0,NA,5,NA,NA,NA,NA,NA
"5211",2003-04-08,6,NA,9,NA,-2,9,-1,6,0,NA,NA,10,18,NA,NA,NA,18,NA,17,24,8,19,3,15,9,NA,33,22,NA,NA,NA,NA,0,0,0,277,0,0,0,0,0,30,48,191,NA,NA,NA,NA
"5212",2003-04-09,5,NA,6,NA,-1,8,2,8,0,5,NA,NA,20,NA,NA,NA,20,NA,12,20,7,20,4,13,10,NA,31,19,37,NA,NA,NA,0,1,4,41,1,0,76,0,0,0,142,NA,NA,NA,NA,NA
"5213",2003-04-10,9,NA,6,18,-1,6,2,6,0,6,25,NA,NA,NA,NA,NA,18,NA,9,NA,9,17,11,14,8,16,32,17,NA,NA,NA,NA,0,9,35,61,19,8,0,12,5,0,89,NA,NA,NA,NA,NA
"5214",2003-04-11,9,NA,6,20,-2,7,3,8,-2,1,25,4,21,NA,NA,NA,15,NA,15,24,13,15,8,17,11,11,30,17,38,NA,NA,NA,0,0,0,10,0,25,168,11,0,30,53,NA,NA,NA,NA,NA
"5215",2003-04-12,9,NA,9,NA,-1,7,7,9,6,NA,25,9,19,NA,NA,NA,20,NA,19,NA,16,12,21,18,16,NA,30,18,40,NA,NA,NA,0,0,0,NA,1,9,157,24,0,51,0,NA,NA,NA,NA,NA
"5216",2003-04-13,7,NA,6,NA,4,10,6,15,3,6,25,NA,NA,NA,NA,NA,22,NA,22,25,17,23,17,26,20,15,33,26,NA,NA,NA,NA,28,0,0,NA,0,119,0,0,0,0,3,NA,NA,NA,NA,NA
"5217",2003-04-14,8,NA,9,NA,10,9,7,12,12,8,26,NA,NA,NA,NA,NA,16,NA,26,25,20,15,14,22,22,19,32,19,37,NA,NA,NA,83,0,0,NA,0,51,0,0,0,NA,5,10,NA,NA,NA,NA
"5218",2003-04-15,6,NA,13,19,9,8,11,10,11,9,26,10,NA,NA,NA,NA,12,NA,26,22,24,17,27,18,25,20,31,13,34,NA,NA,NA,79,0,0,NA,0,3,0,0,0,NA,0,61,NA,NA,NA,NA
"5219",2003-04-16,6,NA,16,NA,7,8,11,11,10,11,NA,NA,NA,NA,NA,NA,14,NA,25,23,24,17,31,21,25,23,32,22,36,NA,NA,NA,4,0,0,NA,0,0,0,0,0,NA,43,NA,NA,NA,NA,NA
"5220",2003-04-17,2,NA,15,21,7,9,2,13,11,14,24,9,NA,NA,NA,NA,19,NA,21,25,21,20,11,20,24,24,30,26,25,NA,NA,NA,0,0,0,NA,0,0,3,0,0,NA,23,NA,122,NA,NA,NA
"5221",2003-04-18,6,NA,8,NA,7,11,2,12,12,4,NA,11,20,NA,NA,NA,20,NA,16,28,17,21,8,18,23,21,NA,28,30,NA,NA,NA,32,0,2,NA,0,134,0,88,0,NA,119,NA,NA,NA,NA,NA
"5222",2003-04-19,7,NA,6,NA,5,8,5,12,7,2,25,14,NA,NA,NA,NA,14,NA,18,27,12,13,17,15,16,12,30,24,29,NA,NA,NA,96,3,0,NA,0,30,0,8,0,41,15,NA,NA,NA,NA,NA
"5223",2003-04-20,7,NA,8,23,6,6,8,11,5,0,25,NA,19,NA,NA,NA,15,NA,18,28,15,13,19,15,15,11,32,13,33,NA,NA,NA,14,0,1,NA,0,0,0,26,29,124,0,20,NA,NA,NA,NA
"5224",2003-04-21,3,NA,5,NA,9,7,6,9,10,7,NA,NA,NA,NA,NA,NA,19,NA,19,29,16,18,17,17,17,18,33,22,37,NA,NA,NA,0,20,0,NA,0,0,3,0,0,10,5,5,NA,NA,NA,NA
"5225",2003-04-22,5,NA,10,22,4,10,8,11,6,NA,25,8,NA,NA,NA,NA,14,NA,16,27,18,16,14,18,20,15,32,20,35,NA,NA,NA,23,0,1,NA,0,0,69,0,0,0,13,NA,NA,NA,NA,NA
"5226",2003-04-23,5,NA,9,NA,5,10,4,12,9,NA,25,10,NA,NA,NA,NA,18,NA,23,29,17,16,11,19,21,NA,32,16,34,NA,NA,NA,0,0,0,NA,0,0,0,32,0,155,0,NA,NA,NA,NA,NA
"5227",2003-04-24,6,NA,11,23,5,9,4,10,9,NA,NA,12,NA,NA,NA,NA,22,NA,27,29,17,18,17,21,24,16,32,20,33,NA,NA,NA,0,1,0,NA,12,0,0,0,0,0,0,NA,NA,NA,NA,NA
"5228",2003-04-25,8,NA,11,NA,8,12,9,12,11,2,26,NA,NA,NA,NA,NA,26,NA,26,30,17,22,17,19,25,15,33,17,33,NA,NA,NA,0,32,0,NA,65,0,15,15,5,155,0,15,NA,NA,NA,NA
"5229",2003-04-26,8,NA,12,NA,7,12,10,11,13,9,NA,NA,NA,NA,NA,NA,18,NA,28,32,16,21,12,20,17,18,32,26,35,NA,NA,NA,3,102,0,NA,10,5,130,0,89,15,8,5,NA,NA,NA,NA
"5230",2003-04-27,4,NA,13,NA,9,8,11,9,10,10,26,13,20,NA,NA,NA,24,NA,30,28,16,22,22,18,18,19,34,23,39,NA,NA,NA,0,24,0,NA,66,0,0,2,5,0,0,NA,NA,NA,NA,NA
"5231",2003-04-28,10,NA,16,23,9,13,12,11,11,12,NA,NA,19,NA,NA,NA,29,NA,24,28,16,25,27,26,24,23,32,26,NA,NA,NA,NA,0,76,2,NA,51,8,0,12,19,NA,358,NA,NA,NA,NA,NA
"5232",2003-04-29,12,NA,12,NA,8,12,15,9,12,0,25,11,21,NA,NA,NA,26,NA,26,30,16,20,26,20,20,15,33,27,34,NA,NA,NA,0,0,47,NA,10,0,8,32,10,150,3,NA,NA,NA,NA,NA
"5233",2003-04-30,8,NA,12,NA,9,11,11,11,11,NA,NA,NA,22,NA,NA,NA,21,NA,30,29,15,19,19,21,16,18,32,20,33,NA,NA,NA,0,72,0,0,79,0,0,0,30,269,13,NA,NA,NA,NA,NA
"5234",2003-05-01,5,NA,14,NA,8,8,11,10,10,8,26,NA,NA,NA,NA,NA,24,NA,31,27,15,19,22,19,17,NA,32,22,31,NA,NA,NA,0,3,0,NA,54,0,10,12,1,0,0,NA,NA,NA,NA,NA
"5235",2003-05-02,11,NA,18,22,8,9,11,10,10,11,26,7,15,NA,NA,NA,24,NA,29,27,15,22,24,17,19,22,32,25,35,NA,NA,NA,0,138,0,NA,72,0,74,0,0,NA,43,NA,NA,NA,NA,NA
"5236",2003-05-03,6,NA,18,24,7,12,10,8,7,12,26,12,NA,NA,NA,NA,23,NA,27,26,18,25,18,20,18,24,30,28,39,NA,NA,NA,0,0,0,109,2,0,0,0,0,NA,23,NA,NA,NA,NA,NA
"5237",2003-05-04,9,NA,15,NA,8,14,9,11,7,13,26,15,NA,NA,NA,NA,26,NA,25,28,19,26,17,19,27,27,32,29,38,NA,NA,NA,0,11,0,51,0,7,0,8,0,NA,0,NA,NA,NA,NA,NA
"5238",2003-05-05,12,NA,16,22,10,10,7,10,12,14,NA,NA,19,NA,NA,NA,17,NA,25,NA,17,22,15,15,14,28,31,26,36,NA,NA,NA,20,26,0,1420,0,16,13,6,292,NA,10,NA,NA,NA,NA,NA
"5239",2003-05-06,6,NA,17,26,5,7,7,7,11,14,NA,14,24,NA,NA,NA,12,NA,26,28,18,14,16,15,13,23,34,27,38,NA,NA,NA,181,0,0,10,0,81,0,23,19,41,0,NA,NA,NA,NA,NA
"5240",2003-05-07,5,NA,12,NA,3,6,12,11,8,NA,NA,17,23,NA,NA,NA,13,NA,23,28,19,18,26,13,20,NA,33,27,NA,NA,NA,NA,27,0,34,NA,0,18,41,2,0,124,330,NA,NA,NA,NA,NA
"5241",2003-05-08,7,NA,8,NA,7,10,12,10,10,10,26,NA,23,NA,NA,NA,15,NA,20,30,17,17,16,15,23,19,32,23,41,NA,NA,NA,6,7,0,NA,0,40,48,2,2,714,0,20,NA,NA,NA,NA
"5242",2003-05-09,5,NA,11,NA,6,10,11,10,12,11,NA,NA,25,NA,NA,NA,21,NA,25,26,16,22,19,15,15,20,31,20,44,NA,NA,NA,0,0,0,NA,0,0,5,5,0,0,41,NA,NA,NA,NA,NA
"5243",2003-05-10,9,NA,15,24,4,12,10,10,9,10,25,7,24,NA,NA,NA,25,NA,25,28,15,25,22,17,18,20,30,22,42,NA,NA,NA,0,0,8,NA,0,0,0,0,0,NA,5,NA,NA,NA,NA,NA
"5244",2003-05-11,11,NA,14,24,4,14,12,10,7,10,NA,11,25,NA,NA,NA,26,NA,21,29,16,26,18,17,20,NA,33,22,40,NA,NA,NA,0,123,27,NA,20,0,0,0,0,NA,48,NA,NA,NA,NA,NA
"5245",2003-05-12,11,NA,14,25,5,14,12,12,9,11,25,14,24,NA,NA,NA,26,NA,26,29,14,26,18,18,16,23,31,22,NA,NA,NA,NA,0,221,0,NA,56,0,8,16,14,NA,0,71,NA,NA,NA,NA
"5246",2003-05-13,11,NA,14,25,4,14,11,11,7,13,NA,14,25,NA,NA,NA,28,NA,26,30,14,27,16,16,15,26,32,26,42,NA,NA,NA,0,2,0,NA,31,0,0,0,1,NA,84,NA,NA,NA,NA,NA
"5247",2003-05-14,10,NA,14,25,5,13,11,10,6,15,24,15,NA,NA,NA,NA,26,NA,22,30,16,26,19,17,17,30,31,26,42,NA,NA,NA,0,45,9,NA,6,0,0,0,1,NA,0,NA,NA,NA,NA,NA
"5248",2003-05-15,11,NA,14,26,3,14,10,10,2,15,25,15,26,NA,NA,NA,24,NA,22,30,12,26,21,18,18,28,33,NA,39,NA,NA,NA,25,0,1,0,38,0,0,0,0,NA,0,150,NA,NA,NA,NA
"5249",2003-05-16,10,NA,15,27,7,14,9,12,6,NA,27,NA,26,NA,NA,NA,19,NA,22,30,14,24,16,17,19,26,33,22,38,NA,NA,NA,77,3,46,NA,42,15,0,0,16,NA,0,NA,NA,NA,NA,NA
"5250",2003-05-17,7,NA,12,NA,10,12,8,11,11,NA,27,14,25,NA,NA,NA,24,NA,27,30,16,26,17,20,17,NA,NA,NA,39,NA,NA,NA,0,78,0,NA,37,0,0,0,11,NA,0,NA,NA,NA,NA,NA
"5251",2003-05-18,12,NA,15,NA,10,14,8,14,13,NA,NA,14,NA,NA,NA,NA,28,NA,28,27,16,28,18,24,18,20,33,22,36,NA,NA,NA,0,1,0,20,3,0,0,20,150,NA,0,NA,NA,NA,NA,NA
"5252",2003-05-19,12,NA,18,23,9,15,9,13,12,11,25,NA,25,NA,NA,NA,31,NA,28,27,16,28,24,19,17,22,NA,19,36,NA,NA,NA,0,70,0,NA,18,0,0,7,192,NA,0,20,NA,NA,NA,NA
"5253",2003-05-20,11,NA,14,25,7,13,13,11,8,NA,25,NA,24,NA,NA,NA,27,NA,31,31,15,26,26,17,17,21,NA,22,41,NA,NA,NA,0,134,0,NA,24,0,0,0,1,NA,0,NA,NA,NA,NA,NA
"5254",2003-05-21,11,NA,16,NA,10,12,13,10,10,12,28,NA,26,NA,NA,NA,27,NA,31,30,17,27,18,20,16,22,33,26,39,NA,NA,NA,0,23,0,NA,21,0,69,0,15,NA,0,NA,NA,NA,NA,NA
"5255",2003-05-22,11,NA,18,25,12,14,10,12,13,NA,NA,13,NA,NA,NA,NA,29,NA,30,30,18,29,13,23,21,24,33,26,42,NA,NA,NA,0,37,0,NA,13,0,0,0,0,NA,0,NA,NA,NA,NA,NA
"5256",2003-05-23,13,NA,19,26,11,17,10,13,11,14,28,NA,22,NA,NA,NA,31,NA,25,31,18,32,13,18,22,24,33,22,43,NA,NA,NA,0,36,37,NA,13,0,38,37,6,NA,0,NA,NA,NA,NA,NA
"5257",2003-05-24,12,NA,14,NA,9,12,11,11,13,NA,NA,NA,NA,NA,NA,NA,27,NA,29,30,17,23,13,17,16,NA,NA,24,40,NA,NA,NA,0,55,0,NA,0,0,23,36,103,NA,0,NA,NA,NA,NA,NA
"5258",2003-05-25,9,NA,18,24,8,10,12,10,8,15,27,NA,NA,NA,NA,NA,21,NA,30,32,18,20,17,16,18,NA,34,24,38,NA,NA,NA,0,8,0,1011,2,0,3,2,7,84,0,NA,NA,NA,NA,NA
"5259",2003-05-26,5,NA,21,NA,7,8,11,10,6,16,28,14,NA,NA,NA,NA,22,NA,28,29,18,22,13,18,21,27,34,18,40,NA,NA,NA,0,0,0,0,0,0,325,0,0,20,0,5,NA,NA,NA,NA
"5260",2003-05-27,7,NA,17,NA,8,10,10,10,10,17,28,NA,NA,NA,NA,NA,25,NA,30,28,20,25,21,19,23,27,34,23,38,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,3,NA,NA,NA,NA,NA
"5261",2003-05-28,9,NA,18,25,12,15,12,12,12,NA,28,16,23,NA,NA,NA,26,NA,28,28,24,27,21,22,25,NA,34,29,41,NA,NA,NA,0,0,146,NA,0,0,10,0,0,NA,0,NA,NA,NA,NA,NA
"5262",2003-05-29,11,NA,15,25,10,16,12,14,14,NA,28,NA,NA,NA,NA,NA,28,NA,32,28,25,30,24,21,27,NA,34,29,44,NA,NA,NA,0,0,0,NA,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA
"5263",2003-05-30,11,NA,18,NA,11,18,16,14,16,NA,NA,15,NA,NA,NA,NA,30,NA,28,33,27,31,26,18,29,NA,33,28,38,NA,NA,NA,0,0,0,NA,0,0,48,12,0,36,5,NA,NA,NA,NA,NA
"5264",2003-05-31,15,NA,18,NA,14,17,15,14,16,NA,24,18,22,NA,NA,NA,31,NA,30,32,22,32,20,17,29,30,NA,NA,39,NA,NA,NA,0,0,0,NA,0,17,150,6,0,15,226,335,NA,NA,NA,NA
"5265",2003-06-01,13,NA,20,NA,13,15,12,15,18,NA,23,NA,22,NA,NA,NA,30,NA,32,31,23,28,18,20,28,28,33,26,40,NA,NA,NA,0,0,0,NA,8,0,351,25,7,0,0,41,NA,NA,NA,NA
"5266",2003-06-02,14,NA,21,NA,14,15,10,14,17,16,28,NA,NA,NA,NA,NA,29,NA,31,30,20,26,22,20,23,NA,34,27,41,NA,NA,NA,0,4,0,NA,0,0,0,10,5,NA,0,NA,NA,NA,NA,NA
"5267",2003-06-03,14,NA,18,24,10,18,12,15,15,NA,28,15,27,NA,NA,NA,30,NA,30,30,21,28,21,19,24,26,34,28,44,NA,NA,NA,0,1,0,NA,0,0,53,33,42,NA,0,NA,NA,NA,NA,NA
"5268",2003-06-04,14,NA,18,NA,12,16,10,13,16,15,28,NA,26,NA,NA,NA,28,NA,32,30,21,26,14,17,26,25,34,23,44,NA,NA,NA,0,71,10,NA,17,10,699,100,36,NA,0,NA,NA,NA,NA,NA
"5269",2003-06-05,15,NA,20,25,10,16,14,13,14,16,27,15,28,NA,NA,NA,26,NA,31,31,20,28,22,20,24,26,34,30,42,NA,NA,NA,0,0,3,NA,2,0,3,0,1,NA,0,NA,NA,NA,NA,NA
"5270",2003-06-06,13,NA,16,NA,11,17,14,13,16,6,28,16,28,NA,NA,NA,31,NA,36,29,20,31,24,20,27,20,NA,26,42,NA,NA,NA,0,0,0,130,28,0,0,0,1,NA,0,NA,NA,NA,NA,NA
"5271",2003-06-07,15,NA,22,NA,14,20,14,15,14,15,NA,NA,NA,NA,NA,NA,32,NA,31,28,22,33,19,21,28,25,33,26,42,NA,NA,NA,0,0,0,320,36,0,229,8,20,NA,84,NA,NA,NA,NA,NA
"5272",2003-06-08,17,NA,19,25,12,20,14,15,18,18,25,16,NA,NA,NA,NA,33,NA,26,30,20,33,20,19,24,28,33,29,42,NA,NA,NA,14,63,21,25,74,0,0,0,18,NA,23,NA,NA,NA,NA,NA
"5273",2003-06-09,16,NA,17,NA,9,19,14,13,11,21,27,NA,26,NA,NA,NA,33,NA,23,26,21,33,24,20,24,30,NA,24,NA,NA,NA,NA,0,0,182,1049,4,0,0,0,0,NA,10,NA,NA,NA,NA,NA
"5274",2003-06-10,18,NA,16,NA,13,18,17,16,17,10,27,16,NA,NA,NA,NA,35,NA,27,27,21,34,27,23,24,NA,33,24,NA,NA,NA,NA,0,0,0,401,6,0,0,0,19,0,15,NA,NA,NA,NA,NA
"5275",2003-06-11,18,NA,15,NA,12,21,19,16,14,NA,26,18,NA,NA,NA,NA,33,NA,23,26,21,35,26,22,28,23,32,26,43,NA,NA,NA,0,0,0,1151,0,3,5,0,0,3,0,NA,NA,NA,NA,NA
"5276",2003-06-12,14,NA,16,NA,12,22,19,17,17,NA,NA,19,24,NA,NA,NA,33,NA,22,28,22,34,27,21,29,22,32,22,NA,NA,NA,NA,0,4,0,NA,0,0,218,0,3,274,5,36,NA,NA,NA,NA
"5277",2003-06-13,16,NA,15,NA,9,21,14,17,16,16,26,21,28,NA,NA,NA,35,NA,25,27,23,35,19,21,28,22,33,28,45,NA,NA,NA,0,0,0,170,0,0,132,0,0,61,0,10,NA,NA,NA,NA
"5278",2003-06-14,18,NA,17,NA,13,23,15,17,17,17,27,NA,NA,NA,NA,NA,35,NA,30,28,25,29,28,23,27,23,NA,31,46,NA,NA,NA,0,0,0,361,0,1,173,0,0,10,56,NA,NA,NA,NA,NA
"5279",2003-06-15,15,NA,17,24,7,19,18,17,17,2,NA,20,26,NA,NA,NA,33,NA,30,28,27,33,27,21,28,20,33,23,46,NA,NA,NA,10,0,0,20,0,3,0,5,0,56,0,5,NA,NA,NA,NA
"5280",2003-06-16,14,NA,19,NA,13,18,13,15,14,17,24,20,NA,NA,NA,NA,31,NA,33,30,25,33,21,20,28,26,32,26,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,79,10,0,NA,NA,NA,NA
"5281",2003-06-17,16,NA,23,23,14,20,12,15,15,NA,NA,NA,28,NA,NA,NA,32,NA,34,31,23,32,19,20,26,26,30,26,43,NA,NA,NA,0,51,0,NA,6,0,0,1,10,0,231,71,NA,NA,NA,NA
"5282",2003-06-18,16,NA,24,25,12,20,15,16,12,17,22,20,27,NA,NA,NA,33,NA,33,32,21,33,20,23,25,25,32,27,44,NA,NA,NA,0,2,0,NA,2,0,218,0,0,NA,3,NA,NA,NA,NA,NA
"5283",2003-06-19,16,NA,22,NA,15,20,18,15,15,NA,26,22,28,NA,NA,NA,33,NA,32,32,22,34,22,23,27,NA,33,32,42,NA,NA,NA,0,0,0,NA,2,0,23,0,0,NA,0,NA,NA,NA,NA,NA
"5284",2003-06-20,15,NA,23,26,10,21,17,17,17,17,NA,NA,28,NA,NA,NA,34,NA,35,31,23,34,21,24,26,24,NA,34,NA,NA,NA,NA,0,0,0,61,0,0,107,0,0,NA,0,NA,NA,NA,NA,NA
"5285",2003-06-21,15,NA,23,NA,9,21,15,19,12,18,NA,NA,NA,NA,NA,NA,35,NA,32,28,26,36,17,28,26,25,33,34,39,NA,NA,NA,0,0,0,310,0,0,302,0,0,NA,0,NA,NA,NA,NA,NA
"5286",2003-06-22,16,NA,21,26,14,22,14,16,14,19,NA,20,25,NA,NA,NA,36,NA,28,30,24,36,19,22,32,27,33,31,41,NA,NA,NA,0,0,0,0,180,0,81,12,0,249,0,NA,NA,NA,NA,NA
"5287",2003-06-23,17,NA,20,27,16,21,14,17,20,NA,26,NA,NA,NA,NA,NA,35,NA,31,31,22,34,31,18,27,NA,34,24,41,NA,NA,NA,0,3,97,NA,94,59,0,67,0,10,0,15,NA,NA,NA,NA
"5288",2003-06-24,20,NA,23,27,8,22,20,17,12,NA,NA,20,27,NA,NA,NA,34,NA,35,31,22,29,34,23,28,18,33,NA,NA,NA,NA,NA,5,0,0,NA,0,0,0,64,0,61,3,NA,NA,NA,NA,NA
"5289",2003-06-25,18,NA,20,27,10,18,22,16,17,16,NA,NA,NA,NA,NA,NA,36,NA,35,30,23,30,33,20,29,25,30,26,43,NA,NA,NA,0,0,0,NA,0,0,0,5,4,79,66,419,NA,NA,NA,NA
"5290",2003-06-26,18,NA,21,27,13,20,26,16,17,18,24,18,NA,NA,NA,NA,35,NA,30,30,23,33,34,19,27,27,NA,23,40,NA,NA,NA,0,0,50,20,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"5291",2003-06-27,17,NA,19,NA,13,19,23,14,16,NA,25,18,NA,NA,NA,NA,35,NA,32,NA,22,33,33,20,24,23,31,29,40,NA,NA,NA,0,0,225,8,2,0,0,26,1,541,0,NA,NA,NA,NA,NA
"5292",2003-06-28,18,NA,18,23,10,19,20,16,17,18,26,20,25,NA,NA,NA,34,NA,31,30,24,33,28,23,27,27,33,26,NA,NA,NA,NA,0,1,73,NA,0,0,0,0,0,551,0,36,NA,NA,NA,NA
