"","date","TMIN.Albacete","TMIN.Amsterdam","TMIN.Beijng","TMIN.HongKong","TMIN.London","TMIN.LosAngeles","TMIN.Madrid","TMIN.Oviedo","TMIN.Paris","TMIN.Seoul","TMIN.Singapore","TMIN.Tokyo","TMIN.Dubai","TMIN.NewYork","TMIN.Frankfurt","TMIN.Chicago","TMAX.Albacete","TMAX.Amsterdam","TMAX.Beijng","TMAX.HongKong","TMAX.London","TMAX.LosAngeles","TMAX.Madrid","TMAX.Oviedo","TMAX.Paris","TMAX.Seoul","TMAX.Singapore","TMAX.Tokyo","TMAX.Dubai","TMAX.NewYork","TMAX.Frankfurt","TMAX.Chicago","PRCP.Albacete","PRCP.Amsterdam","PRCP.Beijng","PRCP.HongKong","PRCP.London","PRCP.LosAngeles","PRCP.Madrid","PRCP.Oviedo","PRCP.Paris","PRCP.Seoul","PRCP.Singapore","PRCP.Tokyo","PRCP.Dubai","PRCP.NewYork","PRCP.Frankfurt","PRCP.Chicago"
"6181",2005-12-03,7,6,-4,NA,4,4,5,7,6,NA,24,NA,NA,-2,0,NA,13,9,1,26,9,21,12,16,10,3,31,NA,NA,3,8,NA,0,20,10,0,37,0,0,0,21,NA,48,NA,NA,0,30,NA
"6182",2005-12-04,7,6,-9,NA,2,4,8,10,8,NA,NA,NA,NA,-2,7,NA,12,9,-4,21,9,22,12,16,11,-2,33,NA,NA,1,9,NA,0,112,0,0,4,0,0,194,23,10,0,NA,NA,69,144,NA
"6183",2005-12-05,6,4,-6,NA,2,3,5,8,5,-8,25,NA,NA,-1,4,NA,14,9,0,16,7,23,12,12,10,-1,NA,NA,NA,3,8,NA,0,14,0,0,3,0,0,168,12,0,41,NA,NA,0,5,NA
"6184",2005-12-06,-1,5,-6,NA,1,5,2,8,3,-4,25,NA,NA,-2,2,NA,10,8,-1,NA,7,22,10,11,7,2,NA,NA,NA,3,7,NA,0,42,0,0,3,0,0,88,2,NA,5,NA,NA,13,2,NA
"6185",2005-12-07,-1,5,-9,9,0,6,4,9,3,NA,NA,NA,NA,-4,2,NA,13,9,1,NA,7,21,11,14,9,1,30,NA,NA,1,6,NA,0,30,0,0,53,0,0,2,15,NA,3,NA,NA,0,4,NA
"6186",2005-12-08,-2,-1,-9,13,0,8,4,11,5,-4,24,NA,NA,-6,1,NA,14,7,0,20,6,19,12,14,9,0,31,NA,NA,0,6,NA,0,0,0,0,22,0,0,1,45,NA,472,NA,NA,0,3,NA
"6187",2005-12-09,1,-3,-8,15,-1,10,5,9,2,-4,NA,NA,NA,-2,-1,NA,14,4,0,24,6,22,14,14,7,2,30,NA,NA,4,5,NA,0,0,0,0,2,25,0,0,5,NA,0,NA,NA,198,0,NA
"6188",2005-12-10,-4,-2,-5,NA,-1,8,1,6,1,NA,NA,NA,NA,-3,-4,NA,10,4,-1,NA,7,25,10,11,6,0,31,NA,NA,3,4,NA,0,0,0,0,1,0,0,0,0,NA,41,NA,NA,0,0,NA
"6189",2005-12-11,-6,3,-8,NA,-3,8,0,3,-1,-9,23,NA,NA,-1,-6,NA,9,7,-1,20,6,23,8,11,5,-2,29,NA,NA,6,2,NA,0,0,0,0,4,0,0,0,0,NA,363,NA,NA,0,0,NA
"6190",2005-12-12,-5,5,-8,NA,-2,6,1,3,1,NA,24,NA,NA,-5,-1,NA,7,9,-1,NA,8,23,8,10,7,NA,32,NA,NA,3,5,NA,0,0,0,0,1,0,0,5,0,NA,0,NA,NA,0,0,NA
"6191",2005-12-13,-5,6,-7,12,3,6,0,9,3,-12,NA,NA,NA,-9,-1,NA,6,9,-1,NA,7,19,9,11,7,-4,32,NA,NA,-4,5,NA,0,0,0,0,1,0,0,40,0,NA,0,NA,NA,0,0,NA
"6192",2005-12-14,-5,5,-6,NA,1,6,1,6,5,-8,25,NA,NA,-11,2,NA,9,9,-1,NA,9,18,10,10,7,-2,31,NA,NA,-6,5,NA,0,8,0,0,1,0,0,64,0,NA,13,NA,NA,0,4,NA
"6193",2005-12-15,-6,7,-5,10,2,7,1,6,4,-8,26,NA,NA,-9,2,NA,8,10,2,NA,11,18,8,10,8,0,NA,NA,NA,2,7,NA,0,3,0,0,1,0,0,4,3,NA,0,NA,NA,48,29,NA
"6194",2005-12-16,-4,2,-4,10,4,7,-1,7,7,NA,26,NA,NA,2,3,NA,7,10,3,17,9,16,8,10,11,2,34,NA,NA,12,9,NA,0,81,0,0,1,0,0,4,4,NA,0,NA,NA,399,17,NA
"6195",2005-12-17,-2,0,-5,NA,-1,9,-1,8,2,NA,NA,NA,NA,1,-2,NA,14,6,2,18,5,12,12,13,8,NA,NA,NA,NA,6,3,NA,0,38,0,0,0,0,0,56,9,NA,56,NA,NA,0,14,NA
"6196",2005-12-18,-4,1,-9,10,-4,9,2,5,-2,-14,25,NA,NA,-1,-4,NA,10,6,5,16,7,16,9,12,5,-2,29,NA,NA,4,3,NA,0,10,0,0,7,0,0,0,1,3,10,NA,NA,0,6,NA
"6197",2005-12-19,5,2,-8,11,-2,8,2,5,0,-9,24,NA,NA,-3,0,NA,9,9,2,18,8,23,8,12,6,0,NA,NA,NA,3,2,NA,0,62,0,0,2,0,0,0,10,NA,0,NA,NA,0,9,NA
"6198",2005-12-20,4,4,-6,12,-3,11,5,3,1,-6,25,NA,NA,-6,0,NA,9,7,0,20,8,26,9,10,5,1,31,NA,NA,2,5,NA,3,0,0,0,1,0,0,0,15,NA,0,NA,NA,0,0,NA
"6199",2005-12-21,1,4,-9,NA,-1,11,4,3,1,NA,24,NA,NA,-4,0,NA,9,8,-1,17,10,27,10,12,3,NA,31,NA,NA,1,6,NA,0,11,0,0,1,0,0,0,0,NA,38,NA,NA,0,1,NA
"6200",2005-12-22,-4,4,-7,10,4,11,0,2,1,-10,NA,NA,NA,-2,0,NA,10,9,8,15,10,25,10,11,4,-2,31,NA,NA,3,3,NA,0,14,0,0,0,0,0,0,0,NA,3,NA,NA,0,50,NA
"6201",2005-12-23,-1,7,-2,10,4,12,0,2,3,NA,NA,NA,NA,2,2,NA,11,9,8,19,10,22,9,10,9,0,28,NA,NA,10,5,NA,0,1,0,0,1,0,0,0,0,NA,224,NA,NA,0,0,NA
"6202",2005-12-24,-4,4,-7,14,3,11,0,2,5,-9,NA,NA,NA,3,4,NA,6,9,4,23,9,26,8,10,10,0,30,NA,NA,12,6,NA,9,0,0,0,1,0,0,0,0,NA,15,NA,NA,0,0,NA
"6203",2005-12-25,1,3,-2,16,1,11,2,3,3,NA,22,NA,NA,2,-2,NA,12,7,5,23,6,18,8,12,8,4,NA,NA,NA,11,6,NA,0,2,0,0,0,2,0,0,3,NA,234,NA,NA,272,17,NA
"6204",2005-12-26,1,-2,-6,NA,0,10,4,5,1,-15,22,NA,NA,4,-2,NA,12,7,2,24,4,16,7,10,5,-4,NA,NA,NA,11,4,NA,12,18,0,0,12,4,72,16,2,NA,15,NA,NA,48,58,NA
"6205",2005-12-27,6,-3,-7,NA,-1,10,6,3,-3,-10,NA,NA,NA,2,-3,NA,11,0,0,21,2,19,10,7,2,NA,NA,NA,NA,7,0,NA,0,4,0,0,7,0,0,42,9,NA,0,NA,NA,0,20,NA
"6206",2005-12-28,-1,-5,-2,NA,-3,8,0,2,-3,-9,NA,NA,NA,1,-4,NA,8,1,-1,16,1,17,7,9,0,0,30,NA,NA,9,-2,NA,0,0,0,0,5,0,0,42,2,NA,13,NA,NA,0,3,NA
"6207",2005-12-29,-6,-7,-2,14,-3,7,0,7,-6,-8,25,NA,NA,7,-4,NA,8,3,4,20,4,20,8,14,1,0,30,NA,NA,10,-2,NA,0,2,0,8,3,0,0,264,0,NA,0,NA,NA,191,5,NA
"6208",2005-12-30,5,-3,-7,15,-3,8,7,13,-3,NA,24,NA,NA,0,-4,NA,11,1,1,19,8,19,15,16,7,4,32,NA,NA,8,-2,NA,0,84,0,0,90,0,0,4,24,3,0,NA,NA,0,37,NA
"6209",2005-12-31,7,1,-5,NA,0,10,6,8,1,NA,NA,NA,NA,-1,-4,NA,10,7,0,24,8,14,10,15,9,6,31,NA,NA,2,6,NA,0,35,0,NA,65,175,0,298,52,0,NA,NA,NA,41,22,NA
"6210",2006-01-01,2,1,-6,NA,3,11,6,8,3,NA,NA,NA,NA,-1,2,NA,10,5,6,24,7,15,10,11,8,NA,30,6,NA,5,6,NA,0,0,0,0,4,165,0,124,20,0,41,NA,NA,0,3,NA
"6211",2006-01-02,0,-3,-5,16,3,9,4,9,3,NA,24,NA,NA,3,1,NA,10,6,6,23,7,15,11,12,7,NA,29,7,NA,7,6,NA,0,0,0,0,0,450,0,121,40,0,81,0,NA,173,0,NA
"6212",2006-01-03,-2,-4,-6,16,2,7,3,7,3,NA,24,-2,NA,1,-3,NA,10,5,1,20,8,17,11,13,7,1,32,9,NA,4,4,NA,0,2,0,0,10,0,0,1,7,NA,5,0,NA,274,0,NA
"6213",2006-01-04,-6,0,-6,NA,3,7,0,7,1,NA,NA,-1,NA,-3,-5,NA,8,4,-2,20,5,24,10,10,4,NA,30,8,NA,3,2,NA,0,4,0,3,4,0,0,30,12,NA,8,0,NA,0,0,NA
"6214",2006-01-05,-4,-1,-10,NA,0,10,2,8,-1,-10,24,NA,NA,1,1,NA,11,2,-2,19,4,28,10,11,1,NA,31,7,NA,9,3,NA,0,0,0,0,0,0,7,72,1,NA,353,0,NA,8,0,NA
"6215",2006-01-06,5,1,-7,NA,0,9,4,7,-1,-9,NA,NA,NA,-2,2,NA,9,2,1,NA,4,30,7,11,2,-3,NA,4,NA,6,4,NA,22,0,0,0,7,0,192,130,0,NA,56,0,NA,0,0,NA
"6216",2006-01-07,5,0,-7,6,-1,9,3,7,0,-9,NA,-5,NA,-4,2,NA,7,3,3,12,3,24,8,9,5,-1,29,7,NA,1,3,NA,57,0,0,0,8,0,3,0,1,NA,168,0,NA,0,0,NA
"6217",2006-01-08,5,0,-7,NA,-1,8,6,6,2,-7,23,-4,NA,1,-3,NA,8,4,3,11,5,25,9,11,5,1,26,8,NA,8,4,NA,0,0,0,0,38,0,0,5,1,NA,691,0,NA,0,0,NA
"6218",2006-01-09,1,-2,-7,8,2,8,4,6,3,-5,24,-2,NA,3,-6,NA,9,3,4,14,8,25,8,11,8,4,27,8,NA,15,-2,NA,86,0,0,0,17,0,4,44,2,0,828,0,NA,0,0,NA
"6219",2006-01-10,4,0,-6,12,3,9,3,4,-2,-2,24,NA,NA,4,-2,NA,8,5,3,18,9,25,7,11,5,2,26,8,NA,10,-2,NA,15,0,0,0,21,0,0,0,0,0,389,0,NA,0,0,NA
"6220",2006-01-11,1,1,-4,14,3,6,5,4,2,-6,NA,-2,NA,3,-4,NA,10,6,-1,21,9,21,10,13,5,3,28,11,NA,11,-1,NA,0,30,0,0,9,0,0,0,8,NA,89,0,NA,64,25,NA
"6221",2006-01-12,-2,-2,-1,NA,-2,8,2,4,4,-4,22,NA,NA,7,-2,NA,10,4,1,23,7,21,10,13,6,NA,24,10,NA,14,1,NA,0,0,6,0,4,0,0,0,25,41,318,0,NA,0,0,NA
"6222",2006-01-13,-2,-1,-4,NA,2,8,2,6,1,NA,22,-3,NA,5,-6,NA,8,4,8,25,8,21,9,14,5,NA,NA,5,NA,9,1,NA,0,0,0,0,1,0,0,14,0,279,1318,0,NA,3,0,NA
"6223",2006-01-14,0,-1,-6,NA,3,8,3,6,0,0,24,0,NA,0,-7,NA,9,6,2,21,9,13,7,12,9,6,31,NA,NA,14,-1,NA,5,0,1,0,8,40,0,0,0,20,0,0,NA,439,0,NA
"6224",2006-01-15,3,-2,-4,15,4,5,4,4,-2,NA,NA,NA,NA,-10,-8,NA,8,3,4,24,9,16,8,10,7,8,31,14,NA,0,-3,NA,0,0,0,0,5,0,121,56,0,0,0,259,NA,10,0,NA
"6225",2006-01-16,4,-3,-4,18,4,7,3,6,1,NA,24,4,NA,-9,-10,NA,8,5,1,23,9,19,6,11,7,NA,30,11,NA,-1,0,NA,3,4,0,0,57,0,24,28,7,NA,5,0,NA,0,14,NA
"6226",2006-01-17,4,4,-6,NA,2,6,4,7,6,NA,24,NA,NA,-4,-4,NA,11,7,-2,NA,10,21,10,13,9,4,30,10,NA,4,3,NA,0,57,0,0,20,0,0,50,53,NA,5,0,NA,30,95,NA
"6227",2006-01-18,2,-1,-10,18,5,7,3,10,7,-2,25,NA,NA,3,-1,NA,11,7,1,20,11,16,12,12,11,4,31,8,NA,17,5,NA,0,0,0,0,11,0,0,16,89,NA,3,0,NA,191,2,NA
"6228",2006-01-19,-1,1,-7,NA,5,6,5,9,8,-3,24,NA,NA,1,-2,NA,14,9,0,19,10,16,14,12,11,6,31,7,NA,8,3,NA,0,12,0,0,8,0,0,0,14,NA,58,0,NA,0,2,NA
"6229",2006-01-20,-1,5,-3,NA,5,3,4,7,7,NA,24,NA,NA,4,2,NA,12,9,4,19,10,19,11,13,12,6,NA,8,NA,16,6,NA,0,21,0,8,3,0,1,0,7,NA,0,0,NA,0,52,NA
"6230",2006-01-21,-3,3,-4,9,2,4,5,6,2,-2,25,-1,NA,3,2,NA,8,8,4,NA,8,21,6,12,9,4,32,NA,NA,17,6,NA,0,0,0,109,3,0,0,6,11,NA,3,0,NA,0,6,NA
"6231",2006-01-22,0,-2,-4,NA,-2,4,3,6,3,-16,25,NA,NA,0,-6,NA,8,3,5,NA,6,21,8,12,6,NA,32,9,NA,6,2,NA,0,0,0,0,1,0,0,0,1,NA,145,0,NA,0,0,NA
"6232",2006-01-23,-2,-4,-7,9,0,3,4,3,1,-8,25,-2,NA,2,-8,NA,11,0,0,14,3,23,11,12,5,0,30,5,NA,4,-2,NA,0,0,0,3,1,0,0,0,0,NA,18,0,NA,157,0,NA
"6233",2006-01-24,-3,-5,-5,9,-6,7,1,3,-4,NA,25,-1,NA,0,-10,NA,10,2,0,16,5,26,8,12,2,2,30,8,NA,8,0,NA,0,0,0,0,1,0,0,0,0,NA,0,0,NA,0,0,NA
"6234",2006-01-25,0,-6,-6,NA,-6,7,4,4,-5,-4,NA,-1,NA,1,-8,NA,6,6,6,18,6,17,6,14,3,3,30,10,NA,6,0,NA,0,2,0,0,0,0,0,0,0,NA,8,0,NA,0,31,NA
"6235",2006-01-26,1,0,-7,11,-1,7,2,3,0,-3,24,-1,NA,-4,-6,NA,11,2,7,17,4,20,8,12,3,4,31,11,NA,2,-2,NA,0,0,0,0,5,0,0,2,0,NA,0,0,NA,0,0,NA
"6236",2006-01-27,-1,-5,-6,12,0,5,0,2,-5,NA,NA,-1,NA,-5,-8,NA,3,1,6,18,4,19,5,8,-1,5,30,11,NA,6,-4,NA,208,0,0,0,1,0,0,16,0,NA,0,0,NA,0,0,NA
"6237",2006-01-28,-13,-6,-3,14,-3,5,-3,0,-5,-4,24,NA,NA,3,-9,NA,0,2,0,15,6,21,4,4,2,6,NA,8,NA,14,2,NA,33,0,0,8,5,0,0,112,0,NA,0,0,NA,0,0,NA
"6238",2006-01-29,-17,-4,-1,15,0,5,-2,-1,-1,1,24,-2,NA,3,-7,NA,-4,5,5,22,6,19,3,4,6,9,NA,10,NA,9,4,NA,5,0,0,15,2,0,2,0,1,NA,0,0,NA,33,0,NA
"6239",2006-01-30,-16,1,-4,17,0,6,-2,3,-3,NA,24,-2,NA,4,-8,NA,2,5,2,24,6,19,6,12,6,6,31,15,NA,17,3,NA,9,0,0,0,0,0,2,0,0,0,0,0,NA,0,0,NA
"6240",2006-01-31,0,-3,-4,NA,2,7,-1,2,-2,0,24,2,NA,3,-6,NA,6,3,2,27,3,18,12,12,5,8,32,7,NA,5,1,NA,1,0,0,0,0,0,0,0,0,10,0,0,NA,13,0,NA
"6241",2006-02-01,-2,-4,-3,NA,-1,7,2,4,-5,-15,24,NA,NA,2,-9,NA,12,-1,1,22,0,21,12,14,6,5,32,7,NA,5,2,NA,0,0,0,0,0,0,0,0,0,3,0,10,NA,0,0,NA
"6242",2006-02-02,-2,-1,-10,16,-2,8,2,4,-2,NA,25,NA,NA,2,-6,NA,13,1,-2,21,2,21,13,13,0,2,32,11,NA,11,-4,NA,0,0,0,0,0,0,0,0,0,0,0,170,NA,0,0,NA
"6243",2006-02-03,0,0,-15,NA,-4,8,4,7,-4,NA,26,NA,NA,7,-7,NA,12,5,-4,23,5,29,14,10,0,NA,32,14,NA,17,-3,NA,0,0,0,0,0,0,0,0,0,NA,0,0,NA,168,2,NA
"6244",2006-02-04,4,2,-13,NA,-1,11,2,5,-3,-13,NA,NA,NA,5,-4,NA,8,7,-2,NA,7,19,9,10,4,NA,NA,NA,NA,8,0,NA,0,0,0,0,1,0,0,0,0,NA,0,0,NA,76,0,NA
"6245",2006-02-05,-1,1,-9,14,-1,9,1,5,2,-10,NA,-5,NA,3,-7,NA,10,6,-1,18,8,26,10,10,6,-2,31,6,NA,12,1,NA,0,6,0,0,0,0,0,0,0,NA,84,0,NA,61,0,NA
"6246",2006-02-06,-3,4,-4,15,1,9,1,4,4,-4,23,-3,NA,1,-1,NA,11,6,-1,24,8,27,13,10,8,3,31,5,NA,5,2,NA,0,0,49,0,0,0,0,0,0,NA,445,0,NA,0,2,NA
"6247",2006-02-07,-3,6,-8,NA,2,10,1,2,4,NA,24,-1,NA,-1,1,NA,14,8,0,24,9,27,13,11,7,NA,31,NA,NA,7,5,NA,0,0,0,0,15,0,0,0,0,30,0,15,NA,0,6,NA
"6248",2006-02-08,-2,3,-9,NA,2,8,0,3,4,NA,25,NA,NA,-2,2,NA,15,7,0,21,7,29,14,11,9,-4,31,12,NA,4,5,NA,0,92,0,0,11,0,0,0,12,NA,0,0,NA,0,70,NA
"6249",2006-02-09,-2,1,-13,14,0,7,1,4,1,-9,NA,NA,NA,-5,0,NA,17,6,1,19,6,29,14,11,7,NA,29,7,NA,3,4,NA,0,9,0,0,0,0,0,0,8,15,0,0,NA,0,52,NA
"6250",2006-02-10,0,1,-8,NA,-2,6,2,3,-2,0,NA,-4,NA,-3,-1,NA,16,5,9,22,6,24,13,12,6,5,29,10,NA,3,4,NA,0,12,0,0,0,0,0,0,0,15,175,0,NA,0,7,NA
"6251",2006-02-11,2,-1,-4,15,-3,9,6,5,-3,NA,24,0,NA,-2,-4,NA,16,5,5,25,8,23,14,10,6,5,31,13,NA,3,3,NA,0,0,0,0,27,0,0,0,0,0,338,0,NA,25,0,NA
"6252",2006-02-12,4,0,-6,NA,0,8,5,3,-1,-4,24,NA,NA,-6,-2,NA,13,3,4,20,10,30,14,11,6,3,32,8,NA,-2,4,NA,0,60,0,0,38,0,0,0,15,3,0,0,NA,295,0,NA
"6253",2006-02-13,0,1,0,16,2,11,3,5,2,-2,24,-3,NA,-7,-4,NA,17,4,3,19,11,30,16,16,8,10,32,11,NA,3,3,NA,0,0,0,0,44,0,0,0,34,0,0,0,NA,0,0,NA
"6254",2006-02-14,1,3,-2,17,3,9,4,8,2,NA,26,-2,NA,-2,-2,NA,18,8,13,20,11,30,15,13,8,NA,32,15,NA,7,4,NA,0,3,0,3,62,0,0,1,13,76,0,0,NA,0,2,NA
"6255",2006-02-15,0,5,-2,NA,3,8,3,7,5,NA,NA,2,NA,-1,2,NA,18,9,4,24,10,16,13,20,12,NA,32,22,NA,12,7,NA,0,156,0,5,64,0,0,31,87,0,0,0,NA,0,117,NA
"6256",2006-02-16,6,4,-4,NA,2,6,7,9,6,NA,25,NA,NA,1,5,NA,10,8,5,25,9,15,11,17,11,6,32,9,NA,14,10,NA,0,30,0,0,4,0,0,8,144,NA,0,30,NA,0,15,NA
"6257",2006-02-17,5,3,-5,NA,2,6,3,8,4,-7,NA,NA,NA,-1,4,NA,12,7,6,19,9,14,11,12,11,0,32,12,NA,16,9,NA,0,32,0,0,14,19,0,125,26,0,0,30,NA,20,12,NA
"6258",2006-02-18,6,2,-6,NA,-2,5,7,7,4,-4,25,NA,NA,-9,4,NA,12,7,11,16,8,14,11,15,9,6,32,9,NA,2,10,NA,16,12,0,13,1,39,108,83,48,NA,0,0,NA,0,70,NA
"6259",2006-02-19,2,2,-5,10,0,4,4,6,4,NA,25,-1,NA,-9,2,NA,9,7,13,16,7,13,9,12,7,8,32,10,NA,-1,11,NA,16,0,0,5,4,65,1,78,52,NA,0,0,NA,0,0,NA
"6260",2006-02-20,2,2,-2,12,3,4,2,5,3,1,25,2,NA,-5,2,NA,7,4,10,19,6,15,8,11,9,9,31,8,NA,3,8,NA,1,0,0,0,43,0,2,160,100,NA,0,0,NA,0,4,NA
"6261",2006-02-21,1,2,2,15,1,4,3,3,1,NA,NA,3,NA,-1,2,NA,6,4,10,24,4,19,8,9,4,7,NA,12,NA,6,7,NA,0,3,0,0,10,0,0,54,20,NA,10,140,NA,0,8,NA
"6262",2006-02-22,0,0,-4,NA,1,3,2,2,3,NA,25,NA,NA,-1,1,NA,8,3,6,26,3,21,7,8,6,6,32,12,NA,7,3,NA,17,0,0,0,6,0,17,4,11,5,0,0,NA,0,0,NA
"6263",2006-02-23,-1,-2,-1,16,0,6,1,1,0,-4,NA,5,NA,3,0,NA,5,3,8,21,3,21,5,10,4,6,NA,17,NA,9,2,NA,12,0,0,0,14,0,6,64,0,0,0,0,NA,3,0,NA
"6264",2006-02-24,-2,-2,-4,16,0,7,0,4,0,-2,25,NA,NA,-2,0,NA,8,5,2,21,6,19,9,9,6,9,32,7,NA,5,7,NA,0,0,0,0,24,0,5,68,1,NA,74,0,NA,0,0,NA
"6265",2006-02-25,-2,-2,-2,NA,0,8,0,4,1,2,25,1,NA,-3,-4,NA,9,4,7,21,7,22,6,10,5,11,32,13,NA,9,4,NA,18,0,0,0,0,0,213,160,6,NA,3,5,NA,0,0,NA
"6266",2006-02-26,1,-1,-4,NA,1,12,0,3,-1,-16,NA,5,NA,-8,-4,NA,7,6,3,23,6,23,5,9,2,NA,31,NA,NA,-1,0,NA,42,2,0,0,0,0,0,77,0,0,0,41,NA,0,0,NA
"6267",2006-02-27,1,0,-6,NA,1,9,1,5,-3,-5,25,NA,NA,-8,-7,NA,10,6,2,17,5,20,11,9,6,3,NA,9,NA,-1,3,NA,0,20,0,20,7,350,0,0,0,NA,0,135,NA,0,0,NA
"6268",2006-02-28,-5,-1,-4,NA,0,5,0,4,1,NA,26,2,NA,-6,0,NA,12,5,1,NA,5,18,11,10,6,4,33,5,NA,1,3,NA,0,68,7,112,1,0,0,0,20,5,0,0,NA,0,19,NA
"6269",2006-03-01,-3,-2,-4,7,-3,6,0,3,-3,-2,25,2,NA,-3,-2,NA,12,3,8,NA,6,19,11,11,5,3,33,8,NA,5,3,NA,0,56,0,333,0,0,0,2,21,0,25,15,NA,0,1,NA
"6270",2006-03-02,-3,-1,-2,9,-5,6,-1,5,-2,-2,25,NA,NA,-2,-4,NA,14,4,9,16,6,18,11,15,6,3,33,10,NA,1,3,NA,0,10,0,0,0,0,0,0,5,0,0,155,NA,145,8,NA
"6271",2006-03-03,4,-5,-4,11,-4,5,4,12,1,-2,26,NA,NA,-6,-5,NA,14,2,10,20,4,15,11,18,7,5,33,12,NA,1,0,NA,0,10,0,0,0,100,4,0,61,NA,0,0,NA,0,106,NA
"6272",2006-03-04,6,-4,0,14,-6,4,7,4,-1,-1,NA,-1,NA,-4,-6,NA,14,4,17,18,6,17,10,18,4,10,NA,11,NA,4,1,NA,1,4,0,0,1,0,101,120,28,10,0,0,NA,0,0,NA
"6273",2006-03-05,1,-1,-1,14,-2,6,2,4,-2,NA,25,0,NA,-1,-3,NA,7,5,16,19,8,18,8,10,7,11,NA,13,NA,8,3,NA,0,17,0,0,0,0,0,58,0,3,0,0,NA,0,0,NA
"6274",2006-03-06,0,0,0,17,-1,9,1,6,0,NA,25,2,NA,-1,-1,NA,11,5,9,20,9,17,11,13,8,12,NA,18,NA,7,4,NA,0,24,0,36,1,14,0,2,2,0,0,0,NA,0,5,NA
"6275",2006-03-07,0,-1,-3,NA,-1,9,3,9,1,NA,NA,NA,NA,-1,-3,NA,15,6,15,20,9,17,15,16,8,9,NA,11,NA,6,4,NA,0,0,0,43,52,28,0,0,32,NA,0,0,NA,0,0,NA
"6276",2006-03-08,5,2,3,NA,3,8,7,9,3,0,NA,2,NA,-2,-4,NA,19,7,10,22,12,20,20,20,13,9,33,20,NA,10,2,NA,0,156,0,0,84,0,0,0,70,NA,0,0,NA,0,148,NA
"6277",2006-03-09,2,4,-2,NA,7,6,8,10,8,NA,NA,4,NA,5,1,NA,20,8,11,26,7,16,16,16,13,15,34,13,NA,12,9,NA,0,32,0,0,54,0,0,25,24,NA,0,0,NA,0,22,NA
"6278",2006-03-10,3,2,6,NA,4,6,4,9,4,-4,25,NA,NA,7,3,NA,14,7,14,23,7,12,14,13,10,13,35,10,NA,24,10,NA,0,45,0,0,21,19,0,12,23,0,0,0,NA,0,31,NA
"6279",2006-03-11,5,-5,1,19,2,3,8,12,2,NA,25,3,NA,8,-3,NA,18,4,10,24,4,12,18,13,7,9,34,19,NA,17,8,NA,0,0,1,0,4,22,0,12,18,0,0,5,NA,0,5,NA
"6280",2006-03-12,3,-7,-5,NA,-3,2,8,11,-3,NA,NA,NA,NA,9,-5,NA,20,1,3,22,4,13,18,13,3,NA,NA,19,NA,12,0,NA,0,0,0,3,0,0,0,2,1,NA,0,0,NA,56,0,NA
"6281",2006-03-13,2,-5,-2,NA,-1,3,7,9,-4,NA,25,NA,NA,9,-6,NA,22,3,9,14,5,16,22,15,5,4,32,9,NA,17,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
"6282",2006-03-14,7,-3,1,8,0,4,9,9,-2,-2,25,-1,NA,4,-7,NA,22,4,18,NA,8,18,21,12,9,5,34,10,NA,18,5,NA,0,0,0,15,5,0,0,0,0,NA,0,0,NA,13,0,NA
"6283",2006-03-15,1,-1,4,12,2,5,7,6,1,0,25,-1,NA,3,-3,NA,22,5,18,19,3,18,22,15,10,10,33,15,NA,8,4,NA,0,0,0,0,2,0,0,0,0,NA,0,0,NA,0,0,NA
"6284",2006-03-16,4,-1,4,15,0,6,7,6,-1,NA,25,1,NA,2,0,NA,22,3,23,21,4,19,20,14,7,NA,34,14,NA,9,4,NA,0,0,0,0,0,0,0,0,0,30,0,0,NA,0,0,NA
"6285",2006-03-17,7,-1,8,NA,0,7,8,8,-1,NA,NA,NA,NA,-1,-2,NA,14,3,17,NA,6,15,14,12,7,14,35,15,NA,8,5,NA,0,0,0,0,0,2,66,4,0,5,0,191,NA,0,0,NA
"6286",2006-03-18,8,-1,7,NA,0,5,9,9,0,NA,25,3,NA,-2,-1,NA,14,4,16,25,9,16,14,16,10,13,34,16,NA,6,9,NA,59,0,0,3,0,32,104,15,0,0,0,0,NA,0,0,NA
"6287",2006-03-19,7,-4,0,NA,0,6,7,9,1,1,26,NA,NA,-1,-2,NA,14,6,16,22,5,15,14,15,12,9,NA,16,NA,6,10,NA,8,0,0,5,0,0,40,38,0,NA,0,0,NA,0,0,NA
"6288",2006-03-20,7,1,4,NA,1,7,6,9,3,1,26,2,NA,-3,-3,NA,13,8,20,19,5,16,14,18,11,7,34,14,NA,5,14,NA,21,0,0,0,0,43,6,28,3,NA,0,0,NA,0,0,NA
"6289",2006-03-21,5,-3,5,18,1,5,7,10,3,3,NA,5,NA,-4,2,NA,15,6,18,NA,6,16,14,14,6,14,32,18,NA,7,3,NA,3,0,0,0,0,0,2,18,8,NA,0,0,NA,0,4,NA
"6290",2006-03-22,6,-5,8,NA,-2,6,6,10,3,NA,NA,6,NA,-1,0,NA,13,6,18,NA,9,20,13,14,5,16,32,14,NA,8,8,NA,0,0,0,0,0,0,4,56,35,0,5,0,NA,0,0,NA
"6291",2006-03-23,5,-4,3,NA,-3,6,8,9,2,NA,24,6,NA,1,-1,NA,17,9,15,NA,13,25,14,20,9,10,NA,17,NA,12,9,NA,0,0,0,0,14,0,8,50,49,NA,358,66,NA,0,0,NA
